"Dissemination Area (DA)","Province","DA Population","Residential instability Quintiles","Residential instability Scores","Ethno-cultural composition Quintiles","Ethno-cultural composition Scores","Economic dependency Quintiles","Economic dependency Scores","Situational vulnerability Quintiles","Situational vulnerability Scores"
35530142,Ontario,405,4,-0.023,2,-0.73,4,0.68,5,0.603
35530143,Ontario,455,3,-0.367,3,-0.379,3,-0.103,4,0.404
35530144,Ontario,395,4,0.008,1,-0.924,3,-0.281,4,0.233
35530145,Ontario,470,4,-0.014,3,-0.391,3,-0.278,5,0.978
35530146,Ontario,585,5,0.952,3,-0.503,5,1.091,5,0.67
35530147,Ontario,420,5,0.831,4,0.099,3,0.009,2,-0.491
35530148,Ontario,680,3,-0.125,1,-0.818,3,-0.293,1,-0.715
35530151,Ontario,400,5,1.868,2,-0.62,2,-0.445,4,0.282
35530152,Ontario,385,5,1.779,3,-0.481,5,1.127,5,0.927
35530153,Ontario,380,4,0.283,3,-0.515,2,-0.523,5,0.654
35530154,Ontario,535,4,0.816,2,-0.555,3,0.036,1,-0.725
35530155,Ontario,580,4,0.612,1,-0.924,2,-0.533,2,-0.47
35530156,Ontario,325,1,-0.998,1,-0.856,4,0.488,1,-0.99
35530158,Ontario,525,3,-0.252,2,-0.772,1,-0.839,3,-0.15
35530159,Ontario,440,4,0.735,1,-0.887,2,-0.666,2,-0.384
35530160,Ontario,560,5,1.816,2,-0.585,1,-0.931,3,-0.017
35530162,Ontario,385,5,1.04,2,-0.582,2,-0.609,3,-0.219
35530163,Ontario,465,5,3.362,2,-0.534,5,0.846,4,0.36
35530164,Ontario,465,2,-0.626,2,-0.663,4,0.386,1,-0.739
35530165,Ontario,1090,1,-1.251,3,-0.505,1,-0.788,1,-0.939
35530166,Ontario,355,5,2.217,3,-0.481,5,1.559,4,0.251
35530167,Ontario,540,5,2.143,2,-0.626,5,3.756,4,0.049
35530168,Ontario,345,5,1.985,4,-0.082,4,0.201,5,0.752
35530170,Ontario,625,5,0.887,2,-0.665,5,1.023,3,-0.081
35530173,Ontario,470,3,-0.067,3,-0.403,5,1.659,1,-0.702
35530174,Ontario,485,1,-1.171,3,-0.337,4,0.33,1,-0.932
35530175,Ontario,520,1,-1.331,3,-0.411,3,0.087,1,-0.888
35530176,Ontario,1055,1,-1.152,3,-0.343,3,-0.092,1,-0.795
35530177,Ontario,405,1,-1.002,2,-0.596,5,0.771,2,-0.518
35530178,Ontario,540,4,0.163,2,-0.626,4,0.154,4,0.212
35530179,Ontario,665,5,1.755,3,-0.173,4,0.401,1,-0.731
35530180,Ontario,1005,3,-0.393,3,-0.378,2,-0.588,3,-0.1
35530184,Ontario,565,4,0.155,3,-0.439,2,-0.346,4,0.128
35530185,Ontario,380,1,-1.137,2,-0.683,3,0.045,3,-0.281
35530188,Ontario,610,1,-1.116,2,-0.689,3,-0.014,2,-0.376
35530191,Ontario,680,2,-0.575,2,-0.629,3,-0.199,4,0.127
35530192,Ontario,1340,1,-1.002,2,-0.541,3,-0.281,2,-0.521
35530193,Ontario,710,2,-0.661,3,-0.498,2,-0.622,4,0.124
35530194,Ontario,365,2,-0.771,1,-0.795,4,0.465,5,0.5
35530201,Ontario,455,2,-0.825,2,-0.787,2,-0.621,2,-0.405
35530202,Ontario,1025,1,-0.934,2,-0.612,2,-0.488,1,-0.689
35530203,Ontario,760,1,-0.96,2,-0.787,3,-0.12,2,-0.618
35530243,Ontario,275,4,0.708,2,-0.788,4,0.447,5,1.306
35530244,Ontario,480,5,1.776,4,-0.032,4,0.511,5,1.529
35530245,Ontario,1850,5,2.114,4,-0.017,5,1.307,4,0.257
35530246,Ontario,1380,4,0.386,3,-0.49,2,-0.659,4,0.148
35530247,Ontario,1115,4,0.495,2,-0.542,2,-0.328,5,0.682
35530249,Ontario,1845,5,1.786,4,-0.039,3,0.04,5,0.961
35530251,Ontario,1325,5,1.16,3,-0.359,2,-0.606,5,0.494
35530252,Ontario,1030,4,0.21,4,-0.058,3,0.038,5,0.541
35530253,Ontario,990,2,-0.738,2,-0.591,4,0.136,2,-0.448
35530254,Ontario,1065,5,1.853,2,-0.58,5,1.354,4,0.312
35530256,Ontario,1000,5,1.047,2,-0.695,2,-0.543,4,-0.006
35530257,Ontario,325,5,0.951,2,-0.739,3,-0.091,4,0.284
35530258,Ontario,700,4,0.388,3,-0.446,2,-0.473,5,0.659
35530259,Ontario,490,1,-0.829,1,-0.947,5,0.867,4,0.263
35530260,Ontario,125,2,-0.703,2,-0.642,3,0.111,5,3.138
35530261,Ontario,605,1,-1.263,2,-0.627,3,-0.202,2,-0.438
35530262,Ontario,500,1,-1.02,2,-0.787,3,-0.279,5,0.539
35530263,Ontario,1035,3,-0.335,2,-0.709,2,-0.621,5,0.783
35530264,Ontario,720,3,-0.297,2,-0.716,2,-0.674,5,0.52
35530265,Ontario,380,3,-0.347,1,-0.813,5,0.959,4,0.046
35530266,Ontario,555,4,0.299,2,-0.614,3,-0.028,4,0.431
35530267,Ontario,490,2,-0.615,2,-0.628,3,-0.197,5,0.549
35530268,Ontario,390,1,-1.052,2,-0.773,2,-0.355,2,-0.388
35530269,Ontario,995,3,-0.272,2,-0.751,3,-0.019,4,0.073
35530270,Ontario,560,3,-0.313,2,-0.648,2,-0.421,4,0.425
35530271,Ontario,470,1,-0.961,1,-0.83,1,-0.84,3,-0.185
35530272,Ontario,525,1,-1.231,2,-0.706,3,-0.278,4,0.007
35530273,Ontario,525,1,-1.106,2,-0.672,3,-0.033,3,-0.247
35530274,Ontario,415,3,-0.454,1,-0.885,3,-0.086,4,0.334
35530275,Ontario,475,2,-0.561,1,-0.841,3,-0.218,4,0.198
35530276,Ontario,490,1,-1.077,2,-0.602,2,-0.607,4,0.053
35530277,Ontario,460,2,-0.743,2,-0.722,5,0.941,4,0.184
35530278,Ontario,595,2,-0.566,1,-0.815,4,0.151,4,0.078
35530279,Ontario,700,1,-1.045,2,-0.548,2,-0.697,4,0.392
35530280,Ontario,590,1,-1.155,1,-0.797,2,-0.515,3,-0.301
35530281,Ontario,835,1,-1.016,2,-0.677,1,-1.079,2,-0.334
35530283,Ontario,430,2,-0.621,2,-0.762,4,0.119,2,-0.364
35530284,Ontario,510,1,-0.882,1,-0.811,3,-0.219,4,0.346
35530285,Ontario,455,1,-1.087,2,-0.754,3,-0.026,5,0.506
35530286,Ontario,505,1,-0.858,2,-0.646,2,-0.398,2,-0.629
35530287,Ontario,385,1,-0.97,2,-0.732,4,0.125,4,0.062
35530288,Ontario,730,1,-0.969,2,-0.655,4,0.173,3,-0.166
35530289,Ontario,1085,1,-1.154,2,-0.684,2,-0.576,4,0.121
35530290,Ontario,455,2,-0.781,2,-0.739,3,0.071,3,-0.282
35530291,Ontario,320,3,-0.05,1,-0.831,4,0.365,3,-0.263
35530292,Ontario,1055,3,-0.224,3,-0.501,3,0.081,4,0.297
35530293,Ontario,660,3,-0.323,2,-0.732,4,0.353,4,0.152
35530294,Ontario,920,1,-0.908,2,-0.725,2,-0.321,3,-0.112
35530295,Ontario,440,2,-0.621,1,-0.868,3,-0.212,3,-0.172
35530296,Ontario,775,3,-0.307,2,-0.774,4,0.119,4,0.159
35530297,Ontario,780,1,-1.052,2,-0.694,1,-0.821,4,0.282
35530298,Ontario,810,2,-0.772,2,-0.716,2,-0.724,3,-0.267
35530299,Ontario,520,2,-0.796,1,-0.823,2,-0.607,4,0.181
35530300,Ontario,785,1,-0.916,2,-0.718,3,-0.306,4,0.076
35530301,Ontario,475,4,-0.026,2,-0.644,4,0.411,5,0.61
35530302,Ontario,430,2,-0.622,2,-0.724,4,0.463,4,0.099
35530303,Ontario,385,3,-0.214,2,-0.712,2,-0.503,4,0.325
35530304,Ontario,600,4,0.653,1,-0.804,5,1.56,2,-0.45
35530305,Ontario,1020,3,-0.471,1,-0.798,2,-0.56,3,-0.167
35530306,Ontario,1045,1,-1.071,2,-0.746,2,-0.399,4,0.029
35530307,Ontario,830,2,-0.731,2,-0.633,2,-0.585,4,0.122
35530308,Ontario,660,1,-0.983,1,-0.866,2,-0.443,3,-0.16
35530309,Ontario,630,4,0.346,3,-0.413,5,0.692,5,1.099
35530310,Ontario,800,4,0.211,2,-0.536,3,-0.136,5,0.707
35530311,Ontario,575,5,0.867,2,-0.714,5,1.053,5,0.981
35530312,Ontario,680,4,0.099,2,-0.749,4,0.293,5,0.688
35530313,Ontario,625,4,0.632,1,-0.86,5,1.668,4,0.093
35530314,Ontario,855,3,-0.24,1,-0.883,4,0.39,4,0.207
35530315,Ontario,700,2,-0.642,2,-0.762,4,0.278,3,-0.181
35530316,Ontario,525,4,0.77,2,-0.647,5,1.747,4,0.229
35530317,Ontario,810,1,-0.942,1,-0.804,1,-0.785,3,-0.02
35530318,Ontario,715,2,-0.705,2,-0.597,2,-0.371,5,0.5
35530319,Ontario,445,2,-0.62,1,-0.894,2,-0.553,3,-0.065
35530320,Ontario,455,2,-0.614,1,-0.796,3,-0.073,4,0.25
35530321,Ontario,540,1,-0.883,2,-0.786,3,-0.119,4,0.085
35530322,Ontario,640,1,-1.113,2,-0.77,3,-0.117,2,-0.406
35530323,Ontario,590,4,0.016,2,-0.681,4,0.613,5,1.489
35530324,Ontario,520,3,-0.079,2,-0.7,4,0.258,5,0.755
35530325,Ontario,505,3,-0.288,1,-0.884,4,0.348,3,-0.206
35530326,Ontario,600,2,-0.489,2,-0.643,5,0.726,3,-0.143
35530327,Ontario,810,2,-0.544,1,-0.791,4,0.125,5,0.629
35530328,Ontario,685,1,-0.909,2,-0.746,3,-0.041,4,0.078
35530329,Ontario,705,2,-0.697,2,-0.593,5,0.967,3,-0.045
35530330,Ontario,560,1,-0.927,2,-0.759,3,0.111,4,0.068
35530331,Ontario,980,1,-1.275,1,-0.867,2,-0.42,4,0.215
35530332,Ontario,765,3,-0.211,1,-0.829,4,0.301,4,0.268
35530333,Ontario,400,3,-0.353,1,-0.886,5,1.493,5,0.591
35530334,Ontario,640,3,-0.292,2,-0.766,4,0.368,5,0.996
35530335,Ontario,555,1,-0.866,1,-0.956,4,0.338,4,0.158
35530336,Ontario,935,1,-0.936,2,-0.728,3,-0.267,3,-0.258
35530337,Ontario,815,2,-0.76,1,-0.831,2,-0.45,2,-0.408
35530338,Ontario,755,2,-0.775,1,-0.89,2,-0.605,1,-0.682
35530339,Ontario,975,1,-1.299,2,-0.64,2,-0.715,1,-0.739
35530340,Ontario,1240,1,-0.971,1,-0.835,3,-0.273,1,-0.788
35530341,Ontario,745,2,-0.54,2,-0.684,4,0.378,3,-0.313
35530342,Ontario,500,2,-0.515,1,-0.919,3,-0.173,2,-0.407
35530343,Ontario,485,3,-0.155,2,-0.725,3,-0.287,3,-0.031
35530344,Ontario,485,3,-0.437,1,-0.798,4,0.154,4,0.376
35530345,Ontario,525,2,-0.764,1,-0.791,2,-0.705,3,-0.092
35530346,Ontario,955,4,-0.008,2,-0.617,5,0.733,3,-0.025
35530348,Ontario,695,3,-0.113,2,-0.65,2,-0.434,4,0.321
35530349,Ontario,610,2,-0.793,2,-0.728,2,-0.581,4,0.293
35530350,Ontario,685,1,-0.949,2,-0.644,5,0.715,4,0.06
35530351,Ontario,475,1,-0.889,1,-0.842,4,0.39,4,0.286
35530352,Ontario,840,2,-0.722,3,-0.497,3,0.027,3,-0.027
35530353,Ontario,1130,3,-0.444,2,-0.632,1,-0.937,4,0.105
35530354,Ontario,440,3,-0.365,2,-0.578,2,-0.376,4,0.161
35530355,Ontario,410,2,-0.524,1,-0.822,3,-0.199,4,0.428
35530356,Ontario,1300,3,-0.409,1,-0.812,1,-0.789,3,-0.095
35530357,Ontario,675,4,0.083,2,-0.681,4,0.204,4,0.161
35530358,Ontario,485,4,0.665,2,-0.712,4,0.376,5,0.897
35530359,Ontario,410,1,-1.033,1,-0.929,3,-0.257,3,-0.239
35530360,Ontario,540,3,-0.062,3,-0.281,1,-0.807,2,-0.374
35530361,Ontario,720,2,-0.572,2,-0.616,1,-0.805,4,0.382
35530362,Ontario,435,3,-0.121,2,-0.678,3,-0.043,4,0.404
35530363,Ontario,470,3,-0.367,1,-0.841,3,-0.065,5,0.562
35530364,Ontario,550,2,-0.705,2,-0.611,3,-0.202,5,0.525
35530365,Ontario,400,2,-0.598,1,-0.96,3,-0.128,5,0.588
35530366,Ontario,495,4,0.019,2,-0.718,4,0.663,4,0.369
35530367,Ontario,365,4,0.057,2,-0.782,3,0.073,5,0.56
35530368,Ontario,635,2,-0.727,2,-0.756,3,-0.306,3,-0.069
35530369,Ontario,595,2,-0.629,2,-0.71,4,0.23,5,0.699
35530370,Ontario,605,2,-0.62,1,-0.866,3,0.105,3,-0.239
35530371,Ontario,335,3,-0.464,2,-0.729,5,1.344,5,0.992
35530372,Ontario,645,1,-1.034,2,-0.719,3,0.002,3,-0.066
35530373,Ontario,495,1,-0.908,1,-0.825,3,-0.28,3,-0.095
35530374,Ontario,505,2,-0.513,2,-0.763,3,-0.29,3,-0.151
35530375,Ontario,770,1,-0.981,1,-0.805,3,-0.17,1,-0.682
35530376,Ontario,1460,2,-0.669,3,-0.331,2,-0.557,2,-0.436
35530377,Ontario,1300,2,-0.78,3,-0.135,3,-0.167,1,-0.927
35530378,Ontario,440,1,-0.882,3,-0.404,3,0.027,1,-0.877
35530380,Ontario,85,2,-0.575,3,-0.391,3,-0.082,1,-0.992
35530382,Ontario,510,5,1.353,2,-0.608,5,2.238,3,-0.056
35530383,Ontario,955,4,0.475,3,-0.367,3,-0.027,5,0.571
35530384,Ontario,635,5,1.5,2,-0.668,5,2.459,4,0.158
35530385,Ontario,985,2,-0.765,1,-0.813,2,-0.609,2,-0.446
35530386,Ontario,970,1,-1.12,1,-0.815,1,-1.282,2,-0.629
35530387,Ontario,775,5,1.235,3,-0.3,5,0.84,1,-0.852
35530388,Ontario,970,5,2.363,4,0.444,5,2.017,5,0.875
35530389,Ontario,555,1,-1.064,3,-0.344,3,-0.101,1,-0.852
35540074,Ontario,320,3,-0.363,1,-0.819,5,2.261,5,1.04
35540075,Ontario,285,4,0.272,1,-0.925,3,-0.043,5,1.106
35540076,Ontario,365,4,0.217,1,-0.98,5,1.384,4,0.242
35540077,Ontario,400,3,-0.43,2,-0.706,5,0.964,5,0.589
35540078,Ontario,155,4,0.006,3,-0.234,4,0.444,5,0.703
35540079,Ontario,540,3,-0.386,1,-0.936,4,0.469,4,0.211
35540080,Ontario,415,4,0.102,3,-0.426,4,0.293,5,1.087
35540081,Ontario,575,5,0.944,1,-0.806,5,1.018,5,1.358
35540082,Ontario,455,4,0.195,1,-0.8,4,0.215,5,0.977
35540083,Ontario,535,3,-0.398,3,-0.401,2,-0.56,5,0.969
35540084,Ontario,485,5,2.157,1,-0.796,5,1.604,5,1.092
35540085,Ontario,520,5,1.963,1,-0.838,5,0.817,5,0.916
35540086,Ontario,530,5,1.531,3,-0.498,5,1.17,5,1.949
35540087,Ontario,410,4,0.563,1,-1.044,5,0.978,5,0.582
35540088,Ontario,495,4,0.597,1,-0.833,4,0.47,5,1.247
35540089,Ontario,460,4,0.35,1,-1.012,5,1.257,5,0.92
35540090,Ontario,610,3,-0.383,2,-0.635,4,0.418,5,0.663
35540091,Ontario,420,4,0.077,2,-0.617,5,0.849,5,1.11
35540092,Ontario,500,2,-0.54,1,-0.928,4,0.161,3,-0.038
35540093,Ontario,510,3,-0.396,2,-0.748,4,0.475,5,0.486
35540094,Ontario,630,3,-0.192,1,-0.881,3,-0.239,5,0.556
35540095,Ontario,405,2,-0.748,3,-0.52,5,1.329,5,0.792
35540096,Ontario,400,2,-0.728,3,-0.092,5,1.816,5,0.817
35540097,Ontario,240,2,-0.612,1,-0.94,5,1.16,5,0.798
35540098,Ontario,775,2,-0.72,1,-0.93,1,-0.812,4,0.368
35540099,Ontario,510,4,0.72,1,-0.918,5,0.855,3,-0.2
35540100,Ontario,430,4,0.507,1,-0.807,5,1.242,5,0.919
35540101,Ontario,460,4,0.071,1,-0.889,3,-0.031,4,0.402
35540102,Ontario,465,2,-0.635,1,-0.825,2,-0.314,3,-0.023
35540103,Ontario,675,4,0.247,2,-0.777,4,0.34,4,0.406
35540104,Ontario,525,3,-0.233,2,-0.689,4,0.294,4,0.421
35540105,Ontario,80,4,0.003,1,-1.271,5,0.943,5,0.472
35540106,Ontario,260,3,-0.458,2,-0.545,5,0.71,5,0.907
35540107,Ontario,535,2,-0.557,2,-0.69,3,-0.131,4,0.176
35540108,Ontario,390,1,-1.059,2,-0.777,3,-0.206,4,0.116
35540109,Ontario,525,2,-0.612,1,-0.918,4,0.471,2,-0.571
35540110,Ontario,665,3,-0.385,1,-0.849,3,0.093,3,-0.32
35540111,Ontario,550,3,-0.167,1,-0.83,5,1.2,3,-0.247
35540112,Ontario,470,3,-0.061,1,-1.066,3,0.092,3,-0.193
35540113,Ontario,545,2,-0.506,3,-0.298,5,0.734,2,-0.467
35540114,Ontario,395,4,0.179,1,-1.085,5,1.161,2,-0.397
35540115,Ontario,315,5,1.691,2,-0.724,5,2.378,5,0.493
35540116,Ontario,400,4,0.511,1,-0.896,5,1.029,3,-0.037
35540117,Ontario,435,3,-0.098,1,-1.004,3,-0.025,4,0.016
35540118,Ontario,505,2,-0.819,1,-0.832,4,0.385,3,-0.128
35540119,Ontario,490,4,0.414,1,-0.836,3,-0.153,5,1.007
35540120,Ontario,400,2,-0.614,1,-0.926,3,-0.25,5,0.787
35540121,Ontario,365,3,-0.272,1,-0.821,4,0.321,5,0.578
35540122,Ontario,355,3,-0.463,1,-0.838,4,0.672,3,-0.239
35540123,Ontario,585,4,0.619,1,-0.852,4,0.244,5,0.625
35540124,Ontario,450,4,0.313,2,-0.72,5,1.226,5,0.994
35540125,Ontario,500,4,0.802,2,-0.69,4,0.587,4,0.207
35540126,Ontario,380,4,0.124,2,-0.72,5,0.751,4,0.14
35540127,Ontario,410,4,0.132,3,-0.477,5,1.093,5,1.558
35540128,Ontario,275,3,-0.129,1,-0.799,4,0.256,5,0.65
35540129,Ontario,335,3,-0.475,1,-0.797,4,0.428,5,0.68
35540130,Ontario,130,1,-1.115,1,-1.125,5,0.921,1,-0.699
35540131,Ontario,295,3,-0.331,1,-1,5,1.662,4,0.204
35540132,Ontario,480,1,-0.868,2,-0.757,5,0.778,3,-0.21
35540133,Ontario,415,4,0.327,1,-0.895,5,0.818,5,1.098
35540134,Ontario,565,4,0.126,2,-0.616,5,0.851,5,1.011
35540135,Ontario,430,2,-0.732,1,-0.976,3,-0.006,4,0.161
35540136,Ontario,355,3,-0.144,1,-0.994,4,0.334,4,0.285
35540137,Ontario,565,2,-0.782,2,-0.724,4,0.22,4,0.1
35540138,Ontario,510,3,-0.483,1,-0.881,5,1.484,3,-0.332
35540139,Ontario,325,1,-0.967,1,-0.882,2,-0.332,5,1.013
35540140,Ontario,55,2,-0.679,3,-0.357,5,1.583,5,1.638
35540141,Ontario,550,2,-0.577,1,-0.936,4,0.373,5,0.583
35540142,Ontario,240,3,-0.214,1,-1.173,4,0.433,5,1.293
35540143,Ontario,745,1,-0.864,1,-0.83,3,0.047,3,-0.225
35540144,Ontario,65,1,-1.113,1,-0.88,4,0.188,5,4.176
35560184,Ontario,150,4,0.432,2,-0.639,3,-0.269,5,4.297
35560187,Ontario,680,1,-1.031,4,0.006,2,-0.657,5,6.454
35560188,Ontario,95,2,-0.535,3,-0.217,2,-0.312,5,5.607
35560190,Ontario,130,3,-0.129,3,-0.395,1,-1.442,5,4.876
35560191,Ontario,195,1,-0.868,1,-0.945,4,0.397,5,1.004
35560192,Ontario,625,3,-0.216,1,-0.918,3,-0.001,5,0.913
35560193,Ontario,595,2,-0.522,1,-0.823,3,-0.189,4,0.373
35560194,Ontario,375,3,-0.117,1,-1,4,0.6,5,0.691
35560195,Ontario,540,3,-0.206,2,-0.71,5,0.839,5,1.435
35560196,Ontario,505,4,0.269,2,-0.677,5,0.919,5,0.624
35560197,Ontario,555,4,0.638,2,-0.75,5,0.853,5,1.514
35560198,Ontario,480,3,-0.384,1,-0.885,3,-0.176,4,0.312
35560199,Ontario,610,3,-0.344,2,-0.61,2,-0.414,5,0.529
35560200,Ontario,830,4,0.13,2,-0.651,4,0.405,5,1.578
35560201,Ontario,330,1,-0.929,2,-0.783,5,0.898,5,1.361
35560203,Ontario,950,1,-0.851,1,-0.88,2,-0.699,3,-0.17
35560204,Ontario,550,1,-1.139,1,-0.828,1,-1.002,3,-0.191
35560205,Ontario,235,3,-0.285,2,-0.728,3,-0.3,4,0.154
35560206,Ontario,575,1,-1.059,2,-0.687,1,-0.876,4,0.187
35560207,Ontario,610,1,-1.042,2,-0.623,2,-0.55,5,0.758
35560208,Ontario,445,4,0.178,2,-0.757,2,-0.612,4,0.064
35560209,Ontario,475,2,-0.568,3,-0.521,3,-0.112,5,0.539
35560210,Ontario,400,2,-0.713,2,-0.779,4,0.537,4,0.114
35560211,Ontario,900,2,-0.526,2,-0.679,2,-0.373,4,0.131
35560212,Ontario,435,4,0.139,2,-0.726,3,-0.197,5,1.514
35560213,Ontario,415,4,0.588,3,-0.488,4,0.139,4,0.377
35560214,Ontario,410,2,-0.509,2,-0.687,1,-0.8,4,0.1
35560215,Ontario,485,2,-0.798,2,-0.748,2,-0.347,4,0.148
35560216,Ontario,755,4,0.199,3,-0.509,2,-0.341,5,1.156
35560217,Ontario,495,4,0.535,3,-0.414,2,-0.65,5,1.461
35560218,Ontario,970,3,-0.04,2,-0.556,3,-0.306,5,0.806
35560219,Ontario,625,2,-0.527,2,-0.668,3,-0.115,5,0.681
35560220,Ontario,1730,2,-0.494,2,-0.612,2,-0.686,4,0.321
35560221,Ontario,475,1,-1.052,1,-0.904,1,-0.887,3,-0.044
35560222,Ontario,585,5,0.998,1,-0.886,5,0.698,3,-0.135
35560223,Ontario,445,4,0.342,1,-0.861,4,0.243,4,0.263
35560224,Ontario,435,4,0.366,2,-0.679,2,-0.62,5,0.876
35560225,Ontario,420,3,-0.308,1,-0.807,3,0.069,4,0.431
35560226,Ontario,525,4,0.295,2,-0.604,1,-0.792,5,1.111
35560227,Ontario,445,5,0.939,2,-0.616,2,-0.367,5,0.748
35560228,Ontario,410,5,1.865,3,-0.298,2,-0.484,5,2.178
35560229,Ontario,375,5,2.179,2,-0.697,5,1.713,5,2.523
35560230,Ontario,370,5,1.115,3,-0.42,4,0.258,5,0.959
35560231,Ontario,355,4,-0.02,1,-0.826,2,-0.768,4,0.277
35560232,Ontario,345,4,0.768,3,-0.389,3,-0.157,5,1.289
35560233,Ontario,430,4,0.378,1,-0.804,2,-0.635,5,0.689
35560234,Ontario,470,4,0.223,1,-0.793,3,-0.237,5,0.933
35560235,Ontario,485,3,-0.265,2,-0.602,4,0.58,5,0.527
35560236,Ontario,460,2,-0.679,1,-0.831,1,-0.864,4,0.187
35560237,Ontario,445,1,-1.113,2,-0.705,3,0.062,2,-0.412
35560238,Ontario,510,3,-0.291,2,-0.659,2,-0.352,2,-0.522
35560239,Ontario,685,2,-0.572,1,-0.852,4,0.38,4,0.019
35560240,Ontario,660,4,0.162,2,-0.548,2,-0.331,5,1.773
35560241,Ontario,425,5,0.956,2,-0.558,5,1.716,5,0.805
35560242,Ontario,455,4,0.757,1,-0.804,4,0.187,5,0.93
35560243,Ontario,565,5,2.388,3,-0.497,4,0.46,5,1.096
35560244,Ontario,570,5,1.28,2,-0.712,2,-0.319,5,1.756
35560245,Ontario,480,5,0.905,2,-0.752,3,-0.078,5,0.97
35560246,Ontario,545,4,0.418,2,-0.77,3,-0.196,5,0.74
35560247,Ontario,655,4,0.421,2,-0.591,5,0.741,5,0.821
35560248,Ontario,595,4,-0.009,2,-0.735,3,0.01,5,0.472
35560249,Ontario,510,3,-0.263,1,-0.864,3,0.107,5,0.455
35560250,Ontario,575,4,0.298,3,-0.269,5,1.204,5,1.586
35560251,Ontario,665,3,-0.451,1,-0.813,5,0.71,5,1.235
35560252,Ontario,825,2,-0.67,2,-0.693,2,-0.767,4,0.346
35560253,Ontario,430,4,0.585,2,-0.773,4,0.224,5,0.728
35560254,Ontario,450,3,-0.335,2,-0.722,4,0.321,5,0.638
35560255,Ontario,720,3,-0.378,1,-0.822,2,-0.62,4,0.203
35560256,Ontario,330,4,0.342,1,-0.904,3,0.033,4,0.374
35560257,Ontario,490,3,-0.046,2,-0.732,2,-0.766,5,1.261
35560258,Ontario,415,4,0.033,2,-0.765,3,-0.229,4,0.41
35560259,Ontario,475,4,0.044,2,-0.753,3,0.045,5,0.573
35560260,Ontario,825,1,-1.141,2,-0.547,2,-0.445,3,-0.095
35560261,Ontario,815,1,-0.841,1,-0.829,2,-0.598,4,0.232
35560262,Ontario,620,3,-0.341,2,-0.575,4,0.462,5,0.628
35560263,Ontario,495,2,-0.532,2,-0.731,2,-0.509,4,0.266
35560264,Ontario,430,1,-0.864,1,-0.806,3,-0.236,5,0.513
35560265,Ontario,430,1,-0.884,2,-0.742,4,0.35,4,-0.003
35560266,Ontario,615,2,-0.526,1,-0.812,3,-0.18,4,0.088
35560267,Ontario,435,1,-0.993,2,-0.69,4,0.603,5,0.631
35560268,Ontario,600,3,-0.121,2,-0.718,4,0.377,4,0.259
35560269,Ontario,565,3,-0.475,1,-0.793,4,0.526,5,0.75
35560270,Ontario,495,4,0.417,1,-0.891,5,1.502,5,0.939
35560271,Ontario,655,3,-0.178,1,-0.821,4,0.296,5,0.804
35560272,Ontario,505,5,1.033,1,-0.919,5,0.94,4,0.324
35560273,Ontario,515,3,-0.312,2,-0.66,5,1.57,5,0.874
35560274,Ontario,440,1,-1.117,1,-0.915,5,0.723,3,-0.067
35560275,Ontario,585,1,-0.858,3,-0.382,3,0.052,4,0.301
35560276,Ontario,460,4,0.24,3,-0.527,5,1.022,5,0.994
35560277,Ontario,560,2,-0.711,2,-0.735,4,0.436,4,0.201
35560279,Ontario,340,3,-0.137,2,-0.664,4,0.524,4,0.226
35560281,Ontario,595,3,-0.083,1,-0.8,4,0.241,4,0.237
35560282,Ontario,515,4,0.589,3,-0.409,2,-0.337,5,1.526
35560283,Ontario,640,4,0.664,3,-0.492,3,0.08,5,0.548
35560284,Ontario,405,5,1.608,4,0.407,5,1.211,5,0.682
35560285,Ontario,1235,1,-1.228,2,-0.742,1,-0.826,3,-0.043
35560286,Ontario,375,5,1.263,2,-0.763,5,2.176,3,-0.051
35560287,Ontario,620,5,1.145,3,-0.284,4,0.129,5,1.969
35560288,Ontario,460,4,0.431,1,-0.792,5,0.816,4,0.442
35560289,Ontario,435,4,0.343,2,-0.539,4,0.32,5,1.756
35560290,Ontario,480,4,0.156,1,-0.839,4,0.502,4,0.024
35560291,Ontario,470,3,-0.307,1,-0.792,5,1.358,5,0.741
35560292,Ontario,670,1,-1.024,2,-0.762,5,1.344,4,0.029
35560293,Ontario,465,3,-0.339,1,-0.955,4,0.143,5,0.62
35560294,Ontario,500,1,-0.901,2,-0.723,4,0.258,4,0.079
35560295,Ontario,370,3,-0.409,1,-0.846,2,-0.699,4,0.358
35560296,Ontario,355,3,-0.387,1,-1.02,5,0.754,5,0.513
35560297,Ontario,450,3,-0.135,2,-0.747,1,-0.897,5,0.803
35560298,Ontario,405,3,-0.091,1,-0.839,4,0.39,3,-0.024
35560299,Ontario,330,3,-0.058,1,-0.877,4,0.658,4,0.14
35560300,Ontario,400,5,1.103,2,-0.749,5,1.606,4,0.413
35560301,Ontario,450,5,1.382,2,-0.643,5,1.333,5,0.618
35560302,Ontario,460,5,1.896,2,-0.685,5,1.661,5,1.481
35560303,Ontario,445,4,0.429,1,-0.882,4,0.41,4,0.252
35560304,Ontario,385,3,-0.389,2,-0.532,5,1.859,5,0.5
35560305,Ontario,590,4,0.545,1,-0.988,5,1.29,5,0.638
35560306,Ontario,505,2,-0.522,1,-0.844,5,0.712,3,-0.322
